method,target,area,latitude,longitude,status,exports,NumberTows,taxon
trawl,'Jack mackerel',Taranaki,173.721035,-40.045078,dead,1418976918,28686,Dolphin
trawl,Barracouta,'East Coast South Island',172.889579,-44.421691,dead,1418976918,28686,Dolphin
'surface longline','Bigeye tuna','Bay of Plenty',177.577531,-37.165991,alive,1418976918,28686,Dolphin
trawl,'Jack mackerel','WC North Is.',174.14476,-37.755826,dead,1418976918,28686,Dolphin
trawl,'Jack mackerel','WC North Is.',174.155841,-37.729603,dead,1418976918,28686,Dolphin
trawl,'Jack mackerel','WC North Is.',174.153301,-37.767838,dead,1418976918,28686,Dolphin
trawl,Barracouta,Taranaki,173.715404,-39.811399,dead,1418976918,28686,Dolphin
trawl,'Jack mackerel',Taranaki,174.237321,-40.472243,dead,1418976918,28686,Dolphin
trawl,'Jack mackerel',Taranaki,174.269116,-40.466404,dead,1418976918,28686,Dolphin
trawl,Tarakihi,'Bay of Plenty',176.864254,-37.633019,dead,1418976918,28686,Dolphin
setnet,'Common warehou',Taranaki,173.845777,-39.080878,dead,1418976918,28686,Dolphin
'surface longline','Southern bluefin tuna','Bay of Plenty',177.995902,-36.95467,alive,1418976918,28686,Dolphin
trawl,'Arrow squid','Stewart Snares Shelf',166.701199,-48.95029,dead,1418976918,28686,Shark
trawl,Hake,'Stewart Snares Shelf',166.707241,-49.210692,dead,1418976918,28686,Shark
trawl,Hake,'Stewart Snares Shelf',166.604577,-48.993331,dead,1418976918,28686,Shark
trawl,Hake,'Stewart Snares Shelf',166.610435,-49.004804,dead,1418976918,28686,Shark
trawl,'Silver warehou','Stewart Snares Shelf',169.589472,-46.976069,alive,1418976918,28686,Shark
trawl,Hoki,'WC South Is.',170.511119,-41.762869,dead,1418976918,28686,Shark
trawl,Hoki,'WC South Is.',170.523334,-41.757183,dead,1418976918,28686,Shark
'purse seine','Skipjack tuna','Northland and Hauraki',175.269582,-35.589031,dead,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.246587,-35.610394,alive,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.235224,-35.585534,alive,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.26538,-35.583993,dead,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.242761,-35.580401,alive,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.274517,-35.603888,alive,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.272493,-35.617576,alive,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.240109,-35.614312,alive,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.409418,-35.600976,alive,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.385696,-35.622963,alive,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.412134,-35.585008,alive,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.728184,-35.865281,?,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.740274,-35.874374,alive,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',174.825038,-35.277375,alive,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',174.848331,-35.317169,alive,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',174.860681,-35.319685,alive,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',174.877933,-36.320118,?,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',173.504102,-34.001755,alive,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',173.485448,-34.006554,alive,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',173.519022,-34.703416,alive,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',173.486228,-34.716543,dead,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',173.502462,-34.703701,alive,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',173.33618,-34.632342,alive,1418976918,28686,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',173.340044,-34.627663,alive,1418976918,28686,'Sting Ray'
'surface longline','Bigeye tuna','Northland and Hauraki',175.806402,-35.100729,alive,1418976918,28686,Turtle
trawl,Trevally,'WC North Is.',172.844011,-34.666667,alive,1418976918,28686,Turtle
trawl,'Jack mackerel','WC North Is.',174.089871,-37.997574,dead,1450000000,17278,Dolphin
trawl,'Jack mackerel',Taranaki,173.352194,-40.215926,dead,1450000000,17278,Dolphin
trawl,Tarakihi,'WC North Is.',174.046141,-36.952245,dead,1450000000,17278,Dolphin
setnet,'School shark','East Coast South Island',170.901723,-45.530522,dead,1450000000,17278,Dolphin
trawl,Tarakihi,'Northland and Hauraki',175.417499,-35.772574,dead,1450000000,17278,Dolphin
'surface longline','Southern bluefin tuna','East Coast North Island',178.532124,-39.006458,alive,1450000000,17278,Dolphin
'surface longline','Southern bluefin tuna','East Coast North Island',178.693751,-37.147395,alive,1450000000,17278,Dolphin
setnet,'School shark','East Coast South Island',171.31913,-44.967252,dead,1450000000,17278,Penguin
setnet,'School shark','East Coast South Island',171.446887,-44.928562,dead,1450000000,17278,Penguin
setnet,'School shark','Stewart Snares Shelf',169.976471,-46.449769,dead,1450000000,17278,Penguin
setnet,Butterfish,'Stewart Snares Shelf',167.755865,-46.687085,dead,1450000000,17278,Penguin
setnet,Butterfish,'Stewart Snares Shelf',168.449682,-46.788749,dead,1450000000,17278,Penguin
setnet,Butterfish,'Stewart Snares Shelf',168.432108,-46.781565,dead,1450000000,17278,Penguin
setnet,Butterfish,'Stewart Snares Shelf',168.457606,-46.818023,dead,1450000000,17278,Penguin
setnet,Butterfish,'Stewart Snares Shelf',168.467084,-46.802708,dead,1450000000,17278,Penguin
setnet,Butterfish,'Stewart Snares Shelf',168.431434,-46.783622,dead,1450000000,17278,Penguin
setnet,Butterfish,'Stewart Snares Shelf',168.464454,-46.807692,dead,1450000000,17278,Penguin
setnet,Butterfish,'Stewart Snares Shelf',168.4608,-46.783068,dead,1450000000,17278,Penguin
setnet,Butterfish,'Stewart Snares Shelf',168.451052,-46.808482,dead,1450000000,17278,Penguin
setnet,'Common warehou',Taranaki,173.950024,-39.072282,dead,1450000000,17278,Shark
trawl,'Arrow squid','Auckland Islands',166.482334,-51.011459,alive,1450000000,17278,Shark
trawl,Snapper,'Northland and Hauraki',174.742309,-36.167814,alive,1450000000,17278,Shark
'purse seine','Skipjack tuna','Northland and Hauraki',175.690312,-35.84581,alive,1450000000,17278,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.708446,-35.836715,alive,1450000000,17278,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.721524,-35.850662,dead,1450000000,17278,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.947908,-35.830816,alive,1450000000,17278,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.971057,-35.837083,alive,1450000000,17278,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.970984,-35.829423,alive,1450000000,17278,'Sting Ray'
'purse seine','Skipjack tuna','Bay of Plenty',176.188922,-36.747129,alive,1450000000,17278,'Sting Ray'
'surface longline','Bigeye tuna','Northland and Hauraki',174.626638,-34.718179,alive,1450000000,17278,Turtle
'surface longline','Broadbill swordfish','Northland and Hauraki',174.029963,-34.547638,alive,1450000000,17278,Turtle
'surface longline','Broadbill swordfish','Northland and Hauraki',174.053982,-34.574164,alive,1450000000,17278,Turtle
trawl,Trevally,'WC North Is.',172.836046,-34.900405,dead,1450000000,17278,Turtle
'surface longline','Bigeye tuna','East Coast North Island',178.988867,-37.592548,alive,1450000000,17278,Turtle
'surface longline','Bigeye tuna','East Coast North Island',179.117364,-37.321412,alive,1450000000,17278,Turtle
'surface longline','Southern bluefin tuna','East Coast North Island',178.519396,-39.371666,alive,1450000000,17278,Turtle
trawl,Tarakihi,'East Coast North Island',178.263897,-37.549325,decomposed,1450000000,17278,Whale
trawl,Snapper,'East Coast North Island',177.378734,-39.078412,dead,1480000000,14049,Dolphin
'surface longline','Bigeye tuna','Northland and Hauraki',176.41188,-35.32074,alive,1480000000,14049,Dolphin
trawl,Snapper,'Northland and Hauraki',175.096209,-36.26887,dead,1480000000,14049,Dolphin
setnet,Rig,'East Coast South Island',171.282601,-44.683784,dead,1480000000,14049,Dolphin
setnet,Trevally,Taranaki,174.033629,-39.020793,dead,1480000000,14049,Dolphin
trawl,Hake,'Stewart Snares Shelf',166.679489,-49.100506,dead,1480000000,14049,Shark
setnet,Trevally,Taranaki,174.051892,-38.989067,dead,1480000000,14049,Shark
trawl,'Arrow squid','Stewart Snares Shelf',169.168358,-47.402001,decomposed,1480000000,14049,Shark
trawl,'Arrow squid','Auckland Islands',166.507488,-50.218823,alive,1480000000,14049,Shark
trawl,'Arrow squid','Auckland Islands',166.745955,-50.178615,alive,1480000000,14049,Shark
trawl,'Arrow squid','Stewart Snares Shelf',166.258275,-48.459381,dead,1480000000,14049,Shark
trawl,'Silver warehou','Stewart Snares Shelf',166.455105,-48.76517,dead,1480000000,14049,Shark
trawl,'Arrow squid','Auckland Islands',166.960066,-50.697876,alive,1480000000,14049,Shark
'surface longline','Bigeye tuna','Northland and Hauraki',174.989656,-35.036699,alive,1480000000,14049,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',176.089409,-36.025248,alive,1480000000,14049,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.250736,-35.671863,alive,1480000000,14049,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.241689,-35.638882,alive,1480000000,14049,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.24312,-35.640552,alive,1480000000,14049,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.229241,-35.632386,alive,1480000000,14049,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.258758,-35.633381,alive,1480000000,14049,'Sting Ray'
'purse seine','Skipjack tuna','Northland and Hauraki',175.232832,-35.673668,alive,1480000000,14049,'Sting Ray'
'surface longline','Broadbill swordfish','WC North Is.',173.645382,-37.39314,alive,1480000000,14049,Turtle
'surface longline','Broadbill swordfish','WC North Is.',173.703452,-37.544991,alive,1480000000,14049,Turtle
trawl,'Arrow squid','Stewart Snares Shelf',166.611217,-48.736245,decomposed,1480000000,14049,Whale
'surface longline','Broadbill swordfish','WC South Is.',170.373106,-40.937682,alive,1480000000,14049,Whale
'surface longline','Southern bluefin tuna','Bay of Plenty',177.28835,-37.006325,alive,1480000000,14049,Whale
