 fishing_year,identification,capture_method,method,target,area,latitude,longitude,excluded,status,taxon
2002/2003,necropsy,net,trawl,Hoki,East Coast South Island,174.6550461,-43.95009419,,dead,Bird
2002/2003,necropsy,net,trawl,Hoki,East Coast South Island,174.6444167,-43.96698949,,dead,Bird
2002/2003,necropsy,net,trawl,Hoki,East Coast South Island,174.6389381,-43.93695994,,dead,Bird
2002/2003,necropsy,net,trawl,Hoki,East Coast South Island,174.6679848,-43.95340751,,dead,Bird
2002/2003,necropsy,net,trawl,Hoki,East Coast South Island,174.6529644,-43.93596769,,dead,Bird
2002/2003,necropsy,net,trawl,Hoki,East Coast South Island,174.6295885,-43.94054993,,dead,Bird
2002/2003,necropsy,net,trawl,Hoki,East Coast South Island,174.655337,-43.94209203,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6441812,-48.01000483,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.651576,-47.97755071,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6278655,-48.01860402,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6539262,-47.99581189,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6658349,-47.98524046,,dead,Bird
2002/2003,necropsy,unknown,trawl,Hoki,Chatham Rise,177.9112932,-43.7216546,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6506594,-47.97877821,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6350258,-48.01661252,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.4450742,-48.0839327,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.4728593,-48.11336886,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.4454051,-48.09077785,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.4605322,-48.0927208,,dead,Bird
2002/2003,necropsy,unknown,trawl,Hoki,Chatham Rise,178.1414359,-43.81124076,,dead,Bird
2002/2003,necropsy,net,trawl,Common warehou,Stewart Snares Shelf,168.7869534,-46.94082171,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Hoki,Chatham Rise,177.1251462,-43.69740807,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Hoki,Chatham Rise,177.12971,-43.70168969,,dead,Bird
2002/2003,necropsy,unknown,trawl,Hoki,Chatham Rise,177.1659722,-43.71599472,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Hoki,Chatham Rise,177.1594276,-43.6920358,,dead,Bird
2002/2003,necropsy,unknown,trawl,Hoki,Chatham Rise,177.1433304,-43.72374887,,dead,Bird
2002/2003,imputation,lost,trawl,Hoki,Chatham Rise,179.5998583,-43.90911976,lost,dead,Bird
2002/2003,necropsy,warp or door,trawl,Hoki,Chatham Rise,179.0012098,-43.83933848,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Hoki,Chatham Rise,178.9851097,-43.84230457,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Hoki,Chatham Rise,179.0036159,-43.8505518,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Hoki,Chatham Rise,179.0006724,-43.85753566,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Hoki,Chatham Rise,178.9770169,-43.8673631,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Hoki,Chatham Rise,179.0206744,-43.83444627,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Hoki,Chatham Rise,178.9760254,-43.8495741,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Hoki,Chatham Rise,179.0061251,-43.84578496,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Hoki,Chatham Rise,179.015133,-43.8546422,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Hoki,Chatham Rise,178.9917276,-43.86384842,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,178.539863,-47.85906684,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Scampi,Auckland Islands,167.1162822,-50.9899026,,dead,Bird
2002/2003,necropsy,paravane,trawl,Hoki,Fiordland,165.6842753,-46.54233068,,dead,Bird
2002/2003,necropsy,unknown,trawl,Hoki,Stewart Snares Shelf,169.4419941,-48.06469936,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Hoki,East Coast South Island,175.075112,-44.10736182,,dead,Bird
2002/2003,observer,other,bottom longline,Ling,Subantarctic,179.615066,-47.60812991,,alive,Bird
2002/2003,imputation,warp or door,trawl,Scampi,Auckland Islands,166.2593541,-51.16553993,,dead,Bird
2002/2003,observer,,bottom longline,Ling,Subantarctic,179.3662876,-47.81937771,,alive,Whale
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.4333373,-47.62119343,,dead,Bird
2002/2003,observer,,trawl,Hoki,Chatham Rise,177.9668174,-43.82475723,,dead,Seal
2002/2003,imputation,warp or door,trawl,Hoki,Chatham Rise,176.6280532,-43.69493976,,dead,Bird
2002/2003,imputation,net,trawl,Hoki,Stewart Snares Shelf,169.4830952,-47.15187971,,alive,Bird
2002/2003,imputation,warp or door,trawl,Scampi,Auckland Islands,167.1693791,-50.8040576,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Scampi,Auckland Islands,167.0935039,-50.73350164,,dead,Bird
2002/2003,necropsy,deck,bottom longline,Ling,Subantarctic,179.3789852,-47.72062879,deck,dead,Bird
2002/2003,imputation,,bottom longline,Ling,Subantarctic,179.4202728,-47.71500649,,killed,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Subantarctic,172.050572,-49.20935796,,dead,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Subantarctic,172.0355386,-49.17931187,,dead,Bird
2002/2003,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.7549553,-48.87130136,,dead,Bird
2002/2003,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.8756596,-48.85700461,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.9216834,-48.85274794,,dead,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Stewart Snares Shelf,167.0931074,-48.86067843,,dead,Bird
2002/2003,observer,unknown,trawl,Arrow squid,Stewart Snares Shelf,166.7121151,-48.84095945,,alive,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.0517626,-47.9759206,,dead,Bird
2002/2003,necropsy,hook,bottom longline,Ling,Subantarctic,179.0361167,-48.01646053,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.4070591,-47.94795663,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.5326311,-47.88231459,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.4633735,-48.00882921,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.4418304,-48.00887952,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6592279,-48.07192285,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.7380284,-48.6852658,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.7485115,-48.69336259,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.7388588,-48.71313111,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.7539118,-48.70587777,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.7261972,-48.7204354,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.7688662,-48.69369988,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.7635491,-48.67712536,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.4432684,-47.8675353,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.2976396,-47.94911,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.3076331,-47.97234744,,dead,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Stewart Snares Shelf,166.6185142,-48.78096828,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.9957979,-48.83994551,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.0893894,-47.86123074,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.1155248,-47.82917165,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.0831585,-47.92154053,,dead,Bird
2002/2003,observer,,bottom longline,Ling,Subantarctic,178.5466292,-47.78382326,,alive,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,178.5470045,-47.81530861,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,178.5582489,-47.80439103,,dead,Bird
2002/2003,observer,net,trawl,Arrow squid,Auckland Islands,166.8555539,-50.79268521,,alive,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,178.8500817,-47.63911109,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,178.8575463,-47.65892837,,dead,Bird
2002/2003,observer,deck,trawl,Arrow squid,Stewart Snares Shelf,166.8944286,-48.81091068,deck,alive,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.1834364,-47.48347283,,dead,Bird
2002/2003,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.1173909,-48.86505692,,dead,Bird
2002/2003,imputation,,bottom longline,Ling,Subantarctic,179.1860889,-47.50893788,,killed,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.1998582,-47.47586348,,dead,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Stewart Snares Shelf,166.9882933,-48.8644515,,dead,Bird
2002/2003,observer,,trawl,Arrow squid,Stewart Snares Shelf,167.1981206,-48.86681414,,dead,Seal
2002/2003,necropsy,unknown,trawl,Arrow squid,Stewart Snares Shelf,166.7453938,-48.83722894,,dead,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Stewart Snares Shelf,166.850084,-48.78802056,,dead,Bird
2002/2003,observer,,bottom longline,Ling,Subantarctic,179.3456865,-47.56574569,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.599146,-47.6629425,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6207752,-47.67176576,,dead,Bird
2002/2003,observer,,trawl,Arrow squid,Stewart Snares Shelf,167.1406235,-48.86111441,,dead,Seal
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.3905296,-47.73851684,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.3764044,-47.76651234,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.396507,-47.74143069,,dead,Bird
2002/2003,observer,deck,trawl,Arrow squid,Stewart Snares Shelf,167.1063717,-48.86080619,deck,alive,Bird
2002/2003,observer,,trawl,Arrow squid,Stewart Snares Shelf,166.6949705,-48.80215661,,dead,Seal
2002/2003,necropsy,unknown,trawl,Arrow squid,Stewart Snares Shelf,166.8263729,-48.85769029,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.197566,-47.7645009,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.1895327,-47.73935907,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.1848781,-47.75888434,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.1971647,-47.77389315,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.1958888,-47.75044799,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.196124,-47.74381438,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.1952676,-47.75836359,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.2028404,-47.76966838,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.2066749,-47.72557412,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.1923828,-47.73545223,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.2139795,-47.75695924,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.1870387,-47.75468529,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.3089297,-47.6901526,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.2968828,-47.71758665,,dead,Bird
2002/2003,observer,,trawl,Arrow squid,Stewart Snares Shelf,166.9950548,-48.86136693,,dead,Seal
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6339724,-47.59646268,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6738101,-47.59375599,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6296986,-47.62416613,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6303163,-47.61862224,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6535425,-47.6103924,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6618474,-47.58674158,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6627896,-47.57571523,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6301724,-47.58616746,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6738861,-47.61642687,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6578158,-47.58157948,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6258574,-47.61132898,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6340265,-47.60601264,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.6475273,-47.59229488,,dead,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Fiordland,166.0473162,-46.61479249,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.4121349,-47.76694145,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.4019533,-47.7254427,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.4217482,-47.73532659,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.3783277,-47.75920046,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.3814962,-47.74313593,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.3926636,-47.76339046,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.3933789,-47.7434692,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.4197546,-47.76658993,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.4225821,-47.73446921,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.3877023,-47.75291545,,dead,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Stewart Snares Shelf,167.2056039,-48.84837854,,dead,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Stewart Snares Shelf,167.1838487,-48.82789971,,dead,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Stewart Snares Shelf,167.2207273,-48.83005329,,dead,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Stewart Snares Shelf,167.2077553,-48.86663445,,dead,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Stewart Snares Shelf,167.1995529,-48.85392235,,dead,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Stewart Snares Shelf,167.2146657,-48.83136771,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,167.2098541,-48.82603347,,dead,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Stewart Snares Shelf,167.2036868,-48.83921573,,dead,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Stewart Snares Shelf,167.1913557,-48.86453644,,dead,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Stewart Snares Shelf,166.9872564,-48.86069184,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.4159865,-47.72973808,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.4220502,-47.77324191,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.4150953,-47.74740172,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.4067583,-47.72515958,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.4149612,-47.72848731,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.4019937,-47.76578059,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.2536653,-47.8038759,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.2630438,-47.82408462,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.2603102,-47.81417992,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.2656352,-47.79117364,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.2606828,-47.78082921,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,179.2313712,-47.77841133,,dead,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Stewart Snares Shelf,170.1611436,-46.64137651,,dead,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Stewart Snares Shelf,170.1677804,-46.65383363,,dead,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Auckland Islands,166.5804595,-50.24029528,,dead,Bird
2002/2003,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.856805,-48.86264471,,dead,Bird
2002/2003,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.8593247,-48.8311153,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,167.3306381,-48.78620636,,dead,Bird
2002/2003,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.9219795,-48.86704131,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.9078747,-48.84624127,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.9618218,-48.82187888,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,171.2473082,-48.98309808,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,171.2608733,-49.00681788,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,166.9907382,-48.85796574,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,167.5465918,-48.77440775,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,171.4126314,-49.07907988,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,171.4055731,-49.09936317,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,171.4091441,-49.09293181,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,171.4089845,-49.09098419,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,171.3997439,-49.11721135,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,171.420868,-49.08550224,,dead,Bird
2002/2003,observer,net,trawl,Arrow squid,Stewart Snares Shelf,167.4410008,-48.77065294,,alive,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,170.7664299,-49.22808412,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,170.7546944,-49.23170857,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,170.7655145,-49.26869549,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,170.7583318,-49.24221084,,dead,Bird
2002/2003,necropsy,,bottom longline,Ling,Subantarctic,170.7472839,-49.25457947,,dead,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Stewart Snares Shelf,166.9259391,-48.85353313,,dead,Bird
2002/2003,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,166.9839578,-48.82839528,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,167.2559685,-48.82637652,,dead,Bird
2002/2003,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,167.2581085,-48.79136009,,dead,Bird
2002/2003,necropsy,unknown,trawl,Arrow squid,Stewart Snares Shelf,167.265237,-48.77767581,,dead,Bird
2002/2003,necropsy,net,trawl,Arrow squid,Stewart Snares Shelf,167.234087,-48.80607621,,dead,Bird
2002/2003,observer,net,trawl,Arrow squid,Stewart Snares Shelf,167.4035866,-48.77614985,,alive,Bird
2002/2003,necropsy,warp or door,trawl,Arrow squid,Stewart Snares Shelf,167.4150014,-48.7961642,,dead,Bird
